표제어,동형어 번호,구분,품사,고유어 여부,원어
공전하다,1,단어,동사,혼종어,公轉하다
공전하다,2,단어,동사,혼종어,空轉하다
공전하다,2,단어,동사,혼종어,空轉하다
공정,1,단어,명사,한자어,工程
공정,2,단어,명사,한자어,公正
공정,3,단어,명사,한자어,公定
공정성,0,단어,명사,한자어,公正性
공정하다,0,단어,형용사,혼종어,公正하다
공정히,0,단어,부사,혼종어,公正히
공제,1,단어,명사,한자어,共濟
공제,2,단어,명사,한자어,控除
공제되다,0,단어,동사,혼종어,控除되다
공제하다,0,단어,동사,혼종어,控除하다
공조,0,단어,명사,한자어,共助
공조하다,0,단어,동사,혼종어,共助하다
공존,0,단어,명사,한자어,共存
공존,0,단어,명사,한자어,共存
공존하다,0,단어,동사,혼종어,共存하다
공존하다,0,단어,동사,혼종어,共存하다
공주,0,단어,명사,한자어,公主
공주,0,단어,명사,한자어,公主
공주병,0,단어,명사,한자어,公主病
공중,1,단어,명사,한자어,公衆
공중,1,단어,명사,한자어,公衆
공중,2,단어,명사,한자어,空中
공중,2,부표제어,명사,,
공중도덕,0,단어,명사,한자어,公衆道德
공중목욕탕,0,단어,명사,한자어,公衆沐浴湯
공중변소,0,단어,명사,한자어,公衆便所
공중위생,0,단어,명사,한자어,公衆衛生
공중전,0,단어,명사,한자어,空中戰
공중전화,0,단어,명사,한자어,公衆電話
공중 전화기,0,구,품사 없음,한자어,公衆電話機
공중전화 카드,0,구,품사 없음,혼종어,公衆電話card
공중제비,0,단어,명사,혼종어,空中제비
공중파,0,단어,명사,한자어,公衆波
공중화장실,0,단어,명사,한자어,公衆化粧室
공증,0,단어,명사,한자어,公證
공증인,0,단어,명사,한자어,公證人
공지,1,단어,명사,한자어,公知
공지,2,단어,명사,한자어,空地
공지 사항,0,구,품사 없음,한자어,公知事項
공지하다,0,단어,동사,혼종어,公知하다
공직,0,단어,명사,한자어,公職
공직자,0,단어,명사,한자어,公職者
공짜,0,단어,명사,혼종어,空짜
공짜,0,부표제어,명사,,
공짜배기,0,단어,명사,혼종어,空짜배기
공차기,0,단어,명사,고유어,
공채,1,단어,명사,한자어,公採
공채,2,단어,명사,한자어,公債
공채하다,0,단어,동사,혼종어,公採하다
공책,0,단어,명사,한자어,空冊
공처가,0,단어,명사,한자어,恐妻家
공천,0,단어,명사,한자어,公薦
공천되다,0,단어,동사,혼종어,公薦되다
공천하다,0,단어,동사,혼종어,公薦하다
공청회,0,단어,명사,한자어,公聽會
공출,0,단어,명사,한자어,供出
공출하다,0,단어,동사,혼종어,供出하다
공치다,0,단어,동사,혼종어,空치다
공치사,0,단어,명사,한자어,功致辭
공치사,0,단어,명사,한자어,功致辭
공터,0,단어,명사,혼종어,空터
공테이프,0,단어,명사,혼종어,空tape
공통,0,단어,명사,한자어,共通
공통되다,0,단어,동사,혼종어,共通되다
공통분모,0,단어,명사,한자어,共通分母
공통분모,0,단어,명사,한자어,共通分母
공통성,0,단어,명사,한자어,共通性
공통어,0,단어,명사,한자어,共通語
공통어,0,단어,명사,한자어,共通語
공통적,1,단어,명사,한자어,共通的
공통적,2,단어,관형사,한자어,共通的
공통점,0,단어,명사,한자어,共通點
공판,0,단어,명사,한자어,公判
공판장,0,단어,명사,한자어,共販場
공판하다,0,단어,동사,혼종어,公判하다
공평,0,단어,명사,한자어,公平
공평무사하다,0,단어,형용사,혼종어,公平無私하다
공평하다,0,단어,형용사,혼종어,公平하다
공평히,0,단어,부사,혼종어,公平히
공포,1,단어,명사,한자어,公布
공포,2,단어,명사,한자어,恐怖
공포감,0,단어,명사,한자어,恐怖感
공포되다,0,단어,동사,혼종어,公布되다
공포심,0,단어,명사,한자어,恐怖心
공포증,0,단어,명사,한자어,恐怖症
공포탄,0,단어,명사,한자어,空砲彈
공포하다,0,단어,동사,혼종어,公布하다
공표,0,단어,명사,한자어,公表
공표되다,0,단어,동사,혼종어,公表되다
공표하다,0,단어,동사,혼종어,公表하다
공하다,0,단어,형용사,혼종어,空하다
공학,1,단어,명사,한자어,工學
공학,2,단어,명사,한자어,共學
공학자,0,단어,명사,한자어,工學者
공항,0,단어,명사,한자어,空港
공항버스,0,단어,명사,혼종어,空港bus
공해,1,단어,명사,한자어,公害
공해,2,단어,명사,한자어,公海
공허,0,단어,명사,한자어,空虛
공허,0,단어,명사,한자어,空虛
공허감,0,단어,명사,한자어,空虛感
공허하다,0,단어,형용사,혼종어,空虛하다
공허하다,0,단어,형용사,혼종어,空虛하다
공헌,0,단어,명사,한자어,貢獻
공헌하다,0,단어,동사,혼종어,貢獻하다
공화,0,단어,명사,한자어,共和
공화국,0,단어,명사,한자어,共和國
공화제,0,단어,명사,한자어,共和制
공활하다,0,단어,형용사,혼종어,空豁하다
공황,0,단어,명사,한자어,恐慌
공황,0,단어,명사,한자어,恐慌
공훈,0,단어,명사,한자어,功勳
공휴일,0,단어,명사,한자어,公休日
공히,0,단어,부사,혼종어,共히
곶,0,단어,명사,한자어,串
#NAME?,0,단어,접사,고유어,
곶감,0,단어,명사,고유어,
#NAME?,0,단어,접사,한자어,課
과-,0,단어,접사,한자어,過
과-,0,단어,접사,한자어,過
과,1,단어,명사,한자어,科
과,1,단어,명사,한자어,科
과,1,단어,명사,한자어,科
과,2,단어,명사,한자어,課
과,2,단어,명사,한자어,課
과,3,단어,조사,고유어,
과,3,단어,조사,고유어,
과,3,단어,조사,고유어,
과,3,단어,조사,고유어,
과감성,0,단어,명사,한자어,果敢性
과감하다,0,단어,형용사,혼종어,果敢하다
과감히,0,단어,부사,혼종어,果敢히
과객,0,단어,명사,한자어,過客
과거,1,단어,명사,한자어,科擧
과거,2,단어,명사,한자어,過去
과거,2,단어,명사,한자어,過去
과거,2,단어,명사,한자어,過去
과거,2,부표제어,명사,,
과거사,0,단어,명사,한자어,過去事
과거 시제,0,구,품사 없음,한자어,過去時制
과거 완료,0,구,품사 없음,한자어,過去完了
과거제,0,단어,명사,한자어,科擧制
과거지사,0,단어,명사,한자어,過去之事
과거형,0,단어,명사,한자어,過去形
과격,0,단어,명사,한자어,過激
과격성,0,단어,명사,한자어,過激性
과격파,0,단어,명사,한자어,過激派
과격하다,0,단어,형용사,혼종어,過激하다
과녁,0,단어,명사,고유어,
과녁,0,단어,명사,고유어,
과녁판,0,단어,명사,혼종어,과녁板
과년하다,0,단어,형용사,혼종어,過年하다
과다,0,단어,명사,한자어,過多
과다하다,0,단어,형용사,혼종어,過多하다
과단성,0,단어,명사,한자어,果斷性
과당,0,단어,명사,한자어,果糖
과당하다,0,단어,형용사,혼종어,過當하다
과대,0,단어,명사,한자어,誇大
과대망상,0,단어,명사,한자어,誇大妄想
과대망상증,0,단어,명사,한자어,誇大妄想症
과대평가,0,단어,명사,한자어,過大評價
과대평가되다,0,단어,동사,혼종어,過大評價되다
과대평가하다,0,단어,동사,혼종어,過大評價하다
과대하다,1,단어,동사,혼종어,誇大하다
과대하다,2,단어,형용사,혼종어,過大하다
과도,1,단어,명사,한자어,果刀
과도,2,단어,명사,한자어,過度
과도,3,단어,명사,한자어,過渡
과도기,0,단어,명사,한자어,過渡期
과도기적,1,단어,명사,한자어,過渡期的
과도기적,2,단어,관형사,한자어,過渡期的
과도적,1,단어,명사,한자어,過渡的
과도적,2,단어,관형사,한자어,過渡的
과도하다,0,단어,형용사,혼종어,過度하다
과도히,0,단어,부사,혼종어,過度히
과량,0,단어,명사,한자어,過量
과로,0,단어,명사,한자어,過勞
과로사,0,단어,명사,한자어,過勞死
과로하다,0,단어,동사,혼종어,過勞하다
과료,0,단어,명사,한자어,科料
과립,0,단어,명사,한자어,顆粒
과립형,0,단어,명사,한자어,顆粒型
과목,0,단어,명사,한자어,科目
과묵,0,단어,명사,한자어,寡默
과묵하다,0,단어,형용사,혼종어,寡默하다
과문,0,단어,명사,한자어,寡聞
과문하다,0,단어,형용사,혼종어,寡聞하다
과민,0,단어,명사,한자어,過敏
과민성,0,단어,명사,한자어,過敏性
과민하다,0,단어,형용사,혼종어,過敏하다
과밀,0,단어,명사,한자어,過密
과밀하다,0,단어,형용사,혼종어,過密하다
과반,0,단어,명사,한자어,過半
과반수,0,단어,명사,한자어,過半數
과보호,0,단어,명사,한자어,過保護
과부,0,단어,명사,한자어,寡婦
과부,0,부표제어,명사,,
과부족,0,단어,명사,한자어,過不足
과분하다,0,단어,형용사,혼종어,過分하다
과세,0,단어,명사,한자어,課稅
과세하다,0,단어,동사,혼종어,課稅하다
과소,1,단어,명사,한자어,過小
과소,2,단어,명사,한자어,過少
과소,3,단어,명사,한자어,過疏
과소비,0,단어,명사,한자어,過消費
과소비하다,0,단어,동사,혼종어,過消費하다
과소평가,0,단어,명사,한자어,過小評價
과소평가되다,0,단어,동사,혼종어,過小評價되다
과소평가하다,0,단어,동사,혼종어,過小評價하다
과속,0,단어,명사,한자어,過速
과속 방지 턱,0,구,품사 없음,혼종어,過速防止턱
과속하다,0,단어,동사,혼종어,過速하다
과수,0,단어,명사,한자어,果樹
과수원,0,단어,명사,한자어,果樹園
과시,0,단어,명사,한자어,誇示
과시,0,단어,명사,한자어,誇示
과시하다,0,단어,동사,혼종어,誇示하다
과시하다,0,단어,동사,혼종어,誇示하다
과식,0,단어,명사,한자어,過食
과식하다,0,단어,동사,혼종어,過食하다
과신,0,단어,명사,한자어,過信
과신하다,0,단어,동사,혼종어,過信하다
과실,1,단어,명사,한자어,果實
과실,2,단어,명사,한자어,過失
과실,2,단어,명사,한자어,過失
과실수,0,단어,명사,한자어,果實樹
과실음료,0,단어,명사,한자어,果實飮料
과실주,0,단어,명사,한자어,果實酒
과실 치사,0,구,품사 없음,한자어,過失致死
과언,0,단어,명사,한자어,過言
과업,0,단어,명사,한자어,課業
과업,0,단어,명사,한자어,課業
과연,0,단어,부사,한자어,果然
과연,0,단어,부사,한자어,果然
과열,0,단어,명사,한자어,過熱
과열,0,단어,명사,한자어,過熱
과열되다,0,단어,동사,혼종어,過熱되다
과열되다,0,단어,동사,혼종어,過熱되다
과열하다,0,단어,동사,혼종어,過熱하다
과열하다,0,단어,동사,혼종어,過熱하다
과오,0,단어,명사,한자어,過誤
과외,0,단어,명사,한자어,課外
과외,0,단어,명사,한자어,課外
과외하다,0,단어,동사,혼종어,課外하다
과욕,0,단어,명사,한자어,過慾
과욕하다,0,단어,형용사,혼종어,過慾하다
과용,0,단어,명사,한자어,過用
과용하다,0,단어,동사,혼종어,過用하다
과유불급,0,단어,명사,한자어,過猶不及
과육,0,단어,명사,한자어,果肉
과음,0,단어,명사,한자어,過飮
과음하다,0,단어,동사,혼종어,過飮하다
과인,0,단어,대명사,한자어,寡人
과일,0,단어,명사,고유어,
과일나무,0,단어,명사,고유어,
과일주,0,단어,명사,혼종어,과일酒
과일즙,0,단어,명사,혼종어,과일汁
과일칼,0,단어,명사,고유어,
과잉,0,단어,명사,한자어,過剩
과잉되다,0,단어,동사,혼종어,過剩되다
과잉보호,0,단어,명사,한자어,過剩保護
과잉보호하다,0,단어,동사,혼종어,過剩保護하다
과잉하다,0,단어,동사,혼종어,過剩하다
과자,0,단어,명사,한자어,菓子
과장,1,단어,명사,한자어,科長
과장,2,단어,명사,한자어,誇張
과장,3,단어,명사,한자어,課長
과장되다,0,단어,동사,혼종어,誇張되다
과장적,1,단어,명사,한자어,誇張的
과장적,2,단어,관형사,한자어,誇張的
과장하다,0,단어,동사,혼종어,誇張하다
과적,0,단어,명사,한자어,過積
과전압,0,단어,명사,한자어,過電壓
과점,0,단어,명사,한자어,寡占
과점하다,0,단어,동사,혼종어,寡占하다
과정,1,단어,명사,한자어,過程
과정,2,단어,명사,한자어,課程
과제,0,단어,명사,한자어,課題
과제,0,단어,명사,한자어,課題
과제물,0,단어,명사,한자어,課題物
과중하다,0,단어,형용사,혼종어,過重하다
과중하다,0,단어,형용사,혼종어,過重하다
과즙,0,단어,명사,한자어,果汁
과징금,0,단어,명사,한자어,課徵金
과찬,0,단어,명사,한자어,過讚
과찬하다,0,단어,동사,혼종어,過讚하다
과채류,0,단어,명사,한자어,果菜類
과태료,0,단어,명사,한자어,過怠料
과테말라,0,단어,명사,외래어,Guatemala
과포화,0,단어,명사,한자어,過飽和
과하다,1,단어,동사,혼종어,課하다
과하다,1,단어,동사,혼종어,課하다
과하다,2,단어,형용사,혼종어,過하다
과하다,2,단어,형용사,혼종어,過하다
과학,0,단어,명사,한자어,科學
과학,0,단어,명사,한자어,科學
과학관,0,단어,명사,한자어,科學館
과학도,0,단어,명사,한자어,科學徒
과학성,0,단어,명사,한자어,科學性
과학자,0,단어,명사,한자어,科學者
과학적,1,단어,명사,한자어,科學的
과학적,2,단어,관형사,한자어,科學的
과학책,0,단어,명사,한자어,科學冊
과학화,0,단어,명사,한자어,科學化
과학화되다,0,단어,동사,혼종어,科學化되다
과학화하다,0,단어,동사,혼종어,科學化하다
과히,0,단어,부사,혼종어,過히
곽,0,단어,명사,고유어,
관,1,단어,명사,한자어,冠
#NAME?,1,단어,접사,한자어,官
관,2,단어,명사,한자어,棺
#NAME?,2,단어,접사,한자어,館
관,3,단어,명사,한자어,管
#NAME?,3,단어,접사,한자어,觀
관,4,단어,의존 명사,한자어,貫
관가,0,단어,명사,한자어,官家
관개,0,단어,명사,한자어,灌漑
관개수,0,단어,명사,한자어,灌漑水
관개하다,0,단어,동사,혼종어,灌漑하다
관객,0,단어,명사,한자어,觀客
관객석,0,단어,명사,한자어,觀客席
관건,0,단어,명사,한자어,關鍵
관계,1,단어,명사,한자어,官界
관계,2,단어,명사,한자어,關係
관계,2,단어,명사,한자어,關係
관계,2,단어,명사,한자어,關係
관계,2,단어,명사,한자어,關係
관계,2,단어,명사,한자어,關係
관계 대명사,0,구,품사 없음,한자어,關係代名詞
관계되다,0,단어,동사,혼종어,關係되다
관계없다,0,단어,형용사,혼종어,關係없다
관계없다,0,단어,형용사,혼종어,關係없다
관계없이,0,단어,부사,혼종어,關係없이
관계없이,0,단어,부사,혼종어,關係없이
관계있다,0,단어,형용사,혼종어,關係있다
관계자,0,단어,명사,한자어,關係者
관계하다,0,단어,동사,혼종어,關係하다
관계하다,0,단어,동사,혼종어,關係하다
관계하다,0,단어,동사,혼종어,關係하다
관공서,0,단어,명사,한자어,官公署
관광,0,단어,명사,한자어,觀光
관광객,0,단어,명사,한자어,觀光客
관광 단지,0,구,품사 없음,한자어,觀光團地
관광 도시,0,구,품사 없음,한자어,觀光都市
관광버스,0,단어,명사,혼종어,觀光bus
관광 사업,0,구,품사 없음,한자어,觀光事業
관광 산업,0,구,품사 없음,한자어,觀光産業
관광업,0,단어,명사,한자어,觀光業
관광 자원,0,구,품사 없음,한자어,觀光資源
관광지,0,단어,명사,한자어,觀光地
관광하다,0,단어,동사,혼종어,觀光하다
관광호텔,0,단어,명사,혼종어,觀光hotel
관군,0,단어,명사,한자어,官軍
관권,0,단어,명사,한자어,官權
관급,0,단어,명사,한자어,官給
관내,0,단어,명사,한자어,管內
관념,0,단어,명사,한자어,觀念
관념,0,단어,명사,한자어,觀念
관념론,0,단어,명사,한자어,觀念論
관념성,0,단어,명사,한자어,觀念性
관념적,1,단어,명사,한자어,觀念的
관념적,2,단어,관형사,한자어,觀念的
관념주의,0,단어,명사,한자어,觀念主義
관념주의,0,단어,명사,한자어,觀念主義
관능,0,단어,명사,한자어,官能
관능미,0,단어,명사,한자어,官能美
관능적,1,단어,명사,한자어,官能的
관능적,2,단어,관형사,한자어,官能的
관대하다,1,단어,동사,혼종어,款待하다
관대하다,2,단어,형용사,혼종어,寬大하다
관대히,0,단어,부사,혼종어,寬大히
관두다,0,단어,동사,고유어,
관두다,0,단어,동사,고유어,
관등,0,단어,명사,한자어,官等
관등놀이,0,단어,명사,혼종어,觀燈놀이
관등회,0,단어,명사,한자어,觀燈會
관람,0,단어,명사,한자어,觀覽
관람객,0,단어,명사,한자어,觀覽客
관람권,0,단어,명사,한자어,觀覽券
관람료,0,단어,명사,한자어,觀覽料
관람석,0,단어,명사,한자어,觀覽席
관람자,0,단어,명사,한자어,觀覽者
관람하다,0,단어,동사,혼종어,觀覽하다
관련,0,단어,명사,한자어,關聯/關連
관련되다,0,단어,동사,혼종어,關聯/關連되다
관련성,0,단어,명사,한자어,關聯性
관련시키다,0,단어,동사,혼종어,關聯/關連시키다
관련자,0,단어,명사,한자어,關聯者
관련짓다,0,단어,동사,혼종어,關聯짓다
관련하다,0,단어,동사,혼종어,關聯/關連하다
관례,1,단어,명사,한자어,冠禮
관례,2,단어,명사,한자어,慣例
관록,0,단어,명사,한자어,貫祿
관료,0,단어,명사,한자어,官僚
관료의식,0,단어,명사,한자어,官僚意識
관료적,1,단어,명사,한자어,官僚的
관료적,2,단어,관형사,한자어,官僚的
관료 정치,0,구,품사 없음,한자어,官僚政治
관료제,0,단어,명사,한자어,官僚制
관료주의,0,단어,명사,한자어,官僚主義
관료화,0,단어,명사,한자어,官僚化
관료화되다,0,단어,동사,혼종어,官僚化되다
관료화하다,0,단어,동사,혼종어,官僚化하다
관류하다,0,단어,동사,혼종어,貫流하다
관류하다,0,단어,동사,혼종어,貫流하다
관리,1,단어,명사,한자어,官吏
관리,2,단어,명사,한자어,管理
관리,2,단어,명사,한자어,管理
관리,2,단어,명사,한자어,管理
관리,2,단어,명사,한자어,管理
관리국,0,단어,명사,한자어,管理局
관리되다,0,단어,동사,혼종어,管理되다
관리되다,0,단어,동사,혼종어,管理되다
관리되다,0,단어,동사,혼종어,管理되다
관리되다,0,단어,동사,혼종어,管理되다
관리비,0,단어,명사,한자어,管理費
관리소,0,단어,명사,한자어,管理所
관리실,0,단어,명사,한자어,管理室
관리인,0,단어,명사,한자어,管理人
관리직,0,단어,명사,한자어,管理職
관리하다,0,단어,동사,혼종어,管理하다
관리하다,0,단어,동사,혼종어,管理하다
관리하다,0,단어,동사,혼종어,管理하다
관리하다,0,단어,동사,혼종어,管理하다
관립,0,단어,명사,한자어,官立
관망,0,단어,명사,한자어,觀望
관망,0,단어,명사,한자어,觀望
관망적,1,단어,명사,한자어,觀望的
관망적,2,단어,관형사,한자어,觀望的
관망하다,0,단어,동사,혼종어,觀望하다
관망하다,0,단어,동사,혼종어,觀望하다
관목,0,단어,명사,한자어,灌木
관문,0,단어,명사,한자어,關門
관문,0,단어,명사,한자어,關門
관복,1,단어,명사,한자어,官服
관복,2,단어,명사,한자어,官福
관비,0,단어,명사,한자어,官費
관사,1,단어,명사,한자어,官舍
관사,2,단어,명사,한자어,冠詞
관상,1,단어,명사,한자어,觀相
관상,2,단어,명사,한자어,觀賞
관상수,0,단어,명사,한자어,觀賞樹
관상어,0,단어,명사,한자어,觀賞魚
관상용,0,단어,명사,한자어,觀賞用
관상쟁이,0,단어,명사,혼종어,觀相쟁이
관상하다,0,단어,동사,혼종어,觀賞하다
관선,0,단어,명사,한자어,官選
관성,0,단어,명사,한자어,慣性
관세,0,단어,명사,한자어,關稅
관습,0,단어,명사,한자어,慣習
관습법,0,단어,명사,한자어,慣習法
관습적,1,단어,명사,한자어,慣習的
관습적,2,단어,관형사,한자어,慣習的
관심,0,단어,명사,한자어,關心
관심거리,0,단어,명사,혼종어,關心거리
관심사,0,단어,명사,한자어,關心事
관아,0,단어,명사,한자어,官衙
관악,0,단어,명사,한자어,管樂
관악기,0,단어,명사,한자어,管樂器
관여,0,단어,명사,한자어,關與
관여되다,0,단어,동사,혼종어,關與되다
관여하다,0,단어,동사,혼종어,關與하다
관영,0,단어,명사,한자어,官營
관외,0,단어,명사,한자어,管外
관용,1,단어,명사,한자어,官用
관용,2,단어,명사,한자어,慣用
관용,3,단어,명사,한자어,寬容
관용구,0,단어,명사,한자어,慣用句
관용어,0,단어,명사,한자어,慣用語
관용적,1,단어,명사,한자어,慣用的
관용적,2,단어,관형사,한자어,慣用的
관용차,0,단어,명사,한자어,官用車
관운,0,단어,명사,한자어,官運
관자놀이,0,단어,명사,혼종어,貫子놀이
관작,0,단어,명사,한자어,官爵
관장,0,단어,명사,한자어,管掌
관장하다,0,단어,동사,혼종어,管掌하다
관저,0,단어,명사,한자어,官邸
관전,0,단어,명사,한자어,觀戰
관전평,0,단어,명사,한자어,觀戰評
관전하다,0,단어,동사,혼종어,觀戰하다
관절,0,단어,명사,한자어,關節
관절염,0,단어,명사,한자어,關節炎
관점,0,단어,명사,한자어,觀點
관제,1,단어,명사,한자어,官制
관제,2,단어,명사,한자어,管制
관제탑,0,단어,명사,한자어,管制塔
관조,0,단어,명사,한자어,觀照
관조자,0,단어,명사,한자어,觀照者
관조적,1,단어,명사,한자어,觀照的
관조적,1,단어,명사,한자어,觀照的
관조적,2,단어,관형사,한자어,觀照的
관조적,2,단어,관형사,한자어,觀照的
관조하다,0,단어,동사,혼종어,觀照하다
관중,0,단어,명사,한자어,觀衆
관중석,0,단어,명사,한자어,觀衆席
관직,0,단어,명사,한자어,官職
관직명,0,단어,명사,한자어,官職名
관찰,0,단어,명사,한자어,觀察
관찰되다,0,단어,동사,혼종어,觀察되다
관찰력,0,단어,명사,한자어,觀察力
관찰자,0,단어,명사,한자어,觀察者
관찰하다,0,단어,동사,혼종어,觀察하다
관철,0,단어,명사,한자어,貫徹
관철되다,0,단어,동사,혼종어,貫徹되다
관철하다,0,단어,동사,혼종어,貫徹하다
관청,0,단어,명사,한자어,官廳
관측,0,단어,명사,한자어,觀測
관측,0,단어,명사,한자어,觀測
관측기,0,단어,명사,한자어,觀測器
관측되다,0,단어,동사,혼종어,觀測되다
관측되다,0,단어,동사,혼종어,觀測되다
관측소,0,단어,명사,한자어,觀測所
관측하다,0,단어,동사,혼종어,觀測하다
관측하다,0,단어,동사,혼종어,觀測하다
관통,0,단어,명사,한자어,貫通
관통,0,단어,명사,한자어,貫通
관통,0,단어,명사,한자어,貫通
관통되다,0,단어,동사,혼종어,貫通되다
관통되다,0,단어,동사,혼종어,貫通되다
관통되다,0,단어,동사,혼종어,貫通되다
관통상,0,단어,명사,한자어,貫通傷
관통하다,0,단어,동사,혼종어,貫通하다
관통하다,0,단어,동사,혼종어,貫通하다
관통하다,0,단어,동사,혼종어,貫通하다
관포지교,0,단어,명사,한자어,管鮑之交
관하,0,단어,명사,한자어,管下
관하-,0,단어,품사 없음,고유어,
관하다,0,단어,동사,혼종어,關하다
관할,0,단어,명사,한자어,管轄
관할하다,0,단어,동사,혼종어,管轄하다
관해-,0,단어,품사 없음,고유어,
관행,0,단어,명사,한자어,慣行
관헌,0,단어,명사,한자어,官憲
관헌,0,단어,명사,한자어,官憲
관현악,0,단어,명사,한자어,管絃樂
관현악단,0,단어,명사,한자어,管絃樂團
관형격,0,단어,명사,한자어,冠形格
관형격 조사,0,구,품사 없음,한자어,冠形格助詞
관형사,0,단어,명사,한자어,冠形詞
관형사형 어미,0,구,품사 없음,한자어,冠形詞形語尾
관형어,0,단어,명사,한자어,冠形語
관형절,0,단어,명사,한자어,冠形節
관형형,0,단어,명사,한자어,冠形形
관혼상제,0,단어,명사,한자어,冠婚喪祭
괄괄하다,0,단어,형용사,고유어,
괄괄하다,0,단어,형용사,고유어,
괄목상대,0,단어,명사,한자어,刮目相對
괄목상대하다,0,단어,동사,혼종어,刮目相對하다
괄목하다,0,단어,동사,혼종어,刮目하다
괄시,0,단어,명사,한자어,恝視
괄시하다,0,단어,동사,혼종어,恝視하다
괄약근,0,단어,명사,한자어,括約筋
괄호,0,단어,명사,한자어,括弧
광,1,단어,명사,고유어,
광,1,부표제어,명사,,
#NAME?,1,단어,접사,한자어,狂
광,2,단어,명사,한자어,光
광,2,단어,명사,한자어,光
광,2,단어,명사,한자어,光
#NAME?,2,단어,접사,한자어,鑛
광견병,0,단어,명사,한자어,狂犬病
광경,0,단어,명사,한자어,光景
광고,0,단어,명사,한자어,廣告
광고,0,단어,명사,한자어,廣告
광고란,0,단어,명사,한자어,廣告欄
광고료,0,단어,명사,한자어,廣告料
광고 매체,0,구,품사 없음,한자어,廣告媒體
광고문,0,단어,명사,한자어,廣告文
광고비,0,단어,명사,한자어,廣告費
광고인,0,단어,명사,한자어,廣告人
광고주,0,단어,명사,한자어,廣告主
광고지,0,단어,명사,한자어,廣告紙
광고탑,0,단어,명사,한자어,廣告塔
광고판,0,단어,명사,한자어,廣告板
광고하다,0,단어,동사,혼종어,廣告하다
광고하다,0,단어,동사,혼종어,廣告하다
광공업,0,단어,명사,한자어,鑛工業
광기,0,단어,명사,한자어,狂氣
광기,0,단어,명사,한자어,狂氣
광나다,0,단어,동사,혼종어,光나다
광내다,0,단어,동사,혼종어,光내다
광년,0,단어,의존 명사,한자어,光年
광대,0,단어,명사,고유어,
광대뼈,0,단어,명사,고유어,
광대하다,0,단어,형용사,혼종어,廣大하다
광도,0,단어,명사,한자어,光度
광란,0,단어,명사,한자어,狂亂
광란하다,0,단어,동사,혼종어,狂亂하다
광막하다,0,단어,형용사,혼종어,廣漠하다
광맥,0,단어,명사,한자어,鑛脈
광명,0,단어,명사,한자어,光明
광명,0,단어,명사,한자어,光明
광명,0,단어,명사,한자어,光明
광명하다,0,단어,형용사,혼종어,光明하다
광명하다,0,단어,형용사,혼종어,光明하다
광목,0,단어,명사,한자어,廣木
광물,0,단어,명사,한자어,鑛物
광물성,0,단어,명사,한자어,鑛物性
광물질,0,단어,명사,한자어,鑛物質
광범위,0,단어,명사,한자어,廣範圍
광범위하다,0,단어,형용사,혼종어,廣範圍하다
광범하다,0,단어,형용사,혼종어,廣範하다
광복,0,단어,명사,한자어,光復
광복군,0,단어,명사,한자어,光復軍
광복되다,0,단어,동사,혼종어,光復되다
광복절,0,단어,명사,한자어,光復節
광복하다,0,단어,동사,혼종어,光復하다
광부,0,단어,명사,한자어,鑛夫
광분,0,단어,명사,한자어,狂奔
광분하다,0,단어,동사,혼종어,狂奔하다
광산,0,단어,명사,한자어,鑛山
광산업,0,단어,명사,한자어,鑛産業
광산촌,0,단어,명사,한자어,鑛山村
광석,0,단어,명사,한자어,鑛石
광선,0,단어,명사,한자어,光線
광섬유,0,단어,명사,한자어,光纖維
광속,0,단어,명사,한자어,光速
광신,0,단어,명사,한자어,狂信
광신도,0,단어,명사,한자어,狂信徒
광신자,0,단어,명사,한자어,狂信者
광신적,1,단어,명사,한자어,狂信的
광신적,2,단어,관형사,한자어,狂信的
광신하다,0,단어,동사,혼종어,狂信하다
광야,0,단어,명사,한자어,曠野/廣野
광어,0,단어,명사,한자어,廣魚
광업,0,단어,명사,한자어,鑛業
광역,0,단어,명사,한자어,廣域
광역시,0,단어,명사,한자어,廣域市
광열비,0,단어,명사,한자어,光熱費
광영,0,단어,명사,한자어,光榮
광원,0,단어,명사,한자어,光源
광음,0,단어,명사,한자어,光陰
광의,0,단어,명사,한자어,廣義
광인,0,단어,명사,한자어,狂人
광장,0,단어,명사,한자어,廣場
광장,0,단어,명사,한자어,廣場
광적,1,단어,명사,한자어,狂的
광적,2,단어,관형사,한자어,狂的
광전지,0,단어,명사,한자어,光電池
광주,0,단어,명사,한자어,光州
광주리,0,단어,명사,고유어,
광주리,0,단어,명사,고유어,
광증,0,단어,명사,한자어,狂症
광채,0,단어,명사,한자어,光彩
광채,0,단어,명사,한자어,光彩
광천,0,단어,명사,한자어,鑛泉
광천수,0,단어,명사,한자어,鑛泉水
광케이블,0,단어,명사,혼종어,光cable
광태,0,단어,명사,한자어,狂態
광택,0,단어,명사,한자어,光澤
광택제,0,단어,명사,한자어,光澤劑
광 통신,0,구,품사 없음,한자어,光通信
광포하다,0,단어,형용사,혼종어,狂暴하다
광폭,0,단어,명사,한자어,廣幅
광폭하다,0,단어,형용사,혼종어,狂暴하다
광풍,0,단어,명사,한자어,狂風
광풍,0,단어,명사,한자어,狂風
광학,0,단어,명사,한자어,光學
광합성,0,단어,명사,한자어,光合成
광화문,0,단어,명사,한자어,光化門
광활하다,0,단어,형용사,혼종어,廣闊하다
