표제어,동형어 번호,구분,품사,고유어 여부,원어
올려붙이다,0,단어,동사,고유어,
올려붙이다,0,단어,동사,고유어,
올록볼록,0,단어,부사,고유어,
올리-,0,단어,품사 없음,고유어,
올리다,0,단어,동사,고유어,
올리다,0,단어,동사,고유어,
올리다,0,단어,동사,고유어,
올리다,0,단어,동사,고유어,
올리다,0,단어,동사,고유어,
올리다,0,단어,동사,고유어,
올리다,0,단어,동사,고유어,
올리다,0,단어,동사,고유어,
올리다,0,단어,동사,고유어,
올리다,0,단어,동사,고유어,
올리다,0,단어,동사,고유어,
올리다,0,단어,동사,고유어,
올리다,0,단어,동사,고유어,
올리다,0,단어,동사,고유어,
올리다,0,단어,동사,고유어,
올리다,0,단어,동사,고유어,
올리다,0,단어,동사,고유어,
올리브,0,단어,명사,외래어,olive
올리브,0,단어,명사,외래어,olive
올리브유,0,단어,명사,혼종어,olive油
올림,1,단어,명사,고유어,
올림,2,단어,명사,고유어,
올림말,0,단어,명사,고유어,
올림픽,0,단어,명사,외래어,←Olympics
올망졸망,0,단어,부사,고유어,
올망졸망,0,단어,부사,고유어,
올망졸망하다,0,단어,형용사,고유어,
올망졸망하다,0,단어,형용사,고유어,
올무,0,단어,명사,고유어,
올무,0,단어,명사,고유어,
올바로,0,단어,부사,고유어,
올바르-,0,단어,품사 없음,고유어,
올바르다,0,단어,형용사,고유어,
올발라-,0,단어,품사 없음,고유어,
올벼,0,단어,명사,고유어,
올봄,0,단어,명사,고유어,
올빼미,0,단어,명사,고유어,
올빼미,0,단어,명사,고유어,
올여름,0,단어,명사,고유어,
올올이,0,단어,부사,고유어,
올차다,0,단어,형용사,고유어,
올차다,0,단어,형용사,고유어,
올챙이,0,단어,명사,고유어,
올챙이,0,단어,명사,고유어,
올챙이,0,단어,명사,고유어,
올케,0,단어,명사,고유어,
올케,0,단어,명사,고유어,
올해,0,단어,명사,고유어,
옭다,0,단어,동사,고유어,
옭다,0,단어,동사,고유어,
옭다,0,단어,동사,고유어,
옭다,0,단어,동사,고유어,
옭다,0,단어,동사,고유어,
옭매다,0,단어,동사,고유어,
옭매다,0,단어,동사,고유어,
옭매다,0,단어,동사,고유어,
옭아매다,0,단어,동사,고유어,
옭아매다,0,단어,동사,고유어,
옮겨-,0,단어,품사 없음,고유어,
옮기-,0,단어,품사 없음,고유어,
옮기다,0,단어,동사,고유어,
옮기다,0,단어,동사,고유어,
옮기다,0,단어,동사,고유어,
옮기다,0,단어,동사,고유어,
옮기다,0,단어,동사,고유어,
옮기다,0,단어,동사,고유어,
옮기다,0,단어,동사,고유어,
옮기다,0,단어,동사,고유어,
옮기다,0,단어,동사,고유어,
옮기다,0,단어,동사,고유어,
옮다,0,단어,동사,고유어,
옮다,0,단어,동사,고유어,
옮다,0,단어,동사,고유어,
옮다,0,단어,동사,고유어,
옮아가다,0,단어,동사,고유어,
옮아가다,0,단어,동사,고유어,
옮아가다,0,단어,동사,고유어,
옮아오다,0,단어,동사,고유어,
옮아오다,0,단어,동사,고유어,
옳다,1,단어,형용사,고유어,
옳다,1,단어,형용사,고유어,
옳다,1,단어,형용사,고유어,
옳다,1,단어,형용사,고유어,
옳다,1,단어,형용사,고유어,
옳다,1,단어,형용사,고유어,
옳다,2,단어,감탄사,고유어,
옳소,0,단어,감탄사,고유어,
옳아,0,단어,감탄사,고유어,
옴,0,단어,명사,고유어,
옴싹달싹,0,단어,부사,고유어,
옴짝달싹,0,단어,부사,고유어,
옴짝하다,0,단어,동사,고유어,
옴쭉달싹,0,단어,부사,고유어,
옴쭉달싹,0,단어,부사,고유어,
옴츠리다,0,단어,동사,고유어,
옴츠리다,0,단어,동사,고유어,
옴큼,0,단어,의존 명사,고유어,
옴팍하다,0,단어,형용사,고유어,
옴폭,0,단어,부사,고유어,
-옵-,0,단어,어미,고유어,
옵션,0,단어,명사,외래어,option
옵션,0,단어,명사,외래어,option
옷,0,단어,명사,고유어,
옷,0,단어,명사,고유어,
옷,0,부표제어,명사,,
옷,0,부표제어,명사,,
옷가지,0,단어,명사,고유어,
옷감,0,단어,명사,고유어,
옷걸이,0,단어,명사,고유어,
옷고름,0,단어,명사,고유어,
옷깃,0,단어,명사,고유어,
옷깃,0,단어,명사,고유어,
옷깃,0,부표제어,명사,,
옷매,0,단어,명사,고유어,
옷매무새,0,단어,명사,고유어,
옷맵시,0,단어,명사,고유어,
옷맵시,0,단어,명사,고유어,
옷소매,0,단어,명사,고유어,
옷자락,0,단어,명사,고유어,
옷장,0,단어,명사,혼종어,옷欌
옷차림,0,단어,명사,고유어,
옷핀,0,단어,명사,혼종어,옷pin
#NAME?,0,단어,접사,한자어,翁
옹,1,단어,의존 명사,한자어,翁
옹,2,단어,대명사,한자어,翁
옹고집,0,단어,명사,한자어,壅固執
옹골지다,0,단어,형용사,고유어,
옹골차다,0,단어,형용사,고유어,
옹글다,0,단어,형용사,고유어,
옹글다,0,단어,형용사,고유어,
옹글다,0,단어,형용사,고유어,
옹기,0,단어,명사,한자어,甕器
옹기장이,0,단어,명사,혼종어,甕器장이
옹기종기,0,단어,부사,고유어,
옹달샘,0,단어,명사,고유어,
옹립,0,단어,명사,한자어,擁立
옹립하다,0,단어,동사,혼종어,擁立하다
옹벽,0,단어,명사,한자어,擁壁
옹색,0,단어,명사,한자어,壅塞
옹색하다,0,단어,형용사,혼종어,壅塞하다
옹색하다,0,단어,형용사,혼종어,壅塞하다
옹색하다,0,단어,형용사,혼종어,壅塞하다
옹색하다,0,단어,형용사,혼종어,壅塞하다
옹알거리다,0,단어,동사,고유어,
옹알거리다,0,단어,동사,고유어,
옹알대다,0,단어,동사,고유어,
옹알대다,0,단어,동사,고유어,
옹알옹알,0,단어,부사,고유어,
옹알옹알,0,단어,부사,고유어,
옹알옹알하다,0,단어,동사,고유어,
옹알옹알하다,0,단어,동사,고유어,
옹알이,0,단어,명사,고유어,
옹알이하다,0,단어,동사,고유어,
옹졸하다,0,단어,형용사,혼종어,壅拙하다
옹졸하다,0,단어,형용사,혼종어,壅拙하다
옹크리다,0,단어,동사,고유어,
옹호,0,단어,명사,한자어,擁護
옹호되다,0,단어,동사,혼종어,擁護되다
옹호하다,0,단어,동사,혼종어,擁護하다
옻,0,단어,명사,고유어,
옻,0,단어,명사,고유어,
옻칠,0,단어,명사,혼종어,옻漆
옻칠,0,단어,명사,혼종어,옻漆
와-,0,단어,품사 없음,고유어,
와,1,단어,명사,고유어,
와,2,단어,부사,고유어,
와,2,단어,부사,고유어,
와,3,단어,감탄사,고유어,
와,3,단어,감탄사,고유어,
와,3,단어,감탄사,고유어,
와,4,단어,조사,고유어,
와,4,단어,조사,고유어,
와,4,단어,조사,고유어,
와,4,단어,조사,고유어,
와그르르,0,단어,부사,고유어,
와그르르,0,단어,부사,고유어,
와그르르,0,단어,부사,고유어,
와그르르,0,단어,부사,고유어,
와그르르,0,단어,부사,고유어,
와그르르,0,단어,부사,고유어,
와그르르,0,단어,부사,고유어,
와그르르,0,단어,부사,고유어,
와글거리다,0,단어,동사,고유어,
와글거리다,0,단어,동사,고유어,
와글거리다,0,단어,동사,고유어,
와글대다,0,단어,동사,고유어,
와글대다,0,단어,동사,고유어,
와글대다,0,단어,동사,고유어,
와글와글,0,단어,부사,고유어,
와글와글,0,단어,부사,고유어,
와글와글,0,단어,부사,고유어,
와글와글하다,0,단어,동사,고유어,
와글와글하다,0,단어,동사,고유어,
와글와글하다,0,단어,동사,고유어,
와당탕,0,단어,부사,고유어,
와닿다,0,단어,동사,고유어,
와닿다,0,단어,동사,고유어,
와드득,0,단어,부사,고유어,
와드득,0,단어,부사,고유어,
와들와들,0,단어,부사,고유어,
와락,0,단어,부사,고유어,
와락,0,단어,부사,고유어,
와르르,0,단어,부사,고유어,
와르르,0,단어,부사,고유어,
와르르,0,단어,부사,고유어,
와르르,0,단어,부사,고유어,
와르르,0,단어,부사,고유어,
와르르,0,단어,부사,고유어,
와르르,0,단어,부사,고유어,
와르릉,0,단어,부사,고유어,
와르릉,0,단어,부사,고유어,
와르릉,0,단어,부사,고유어,
와병,0,단어,명사,한자어,臥病
와사비,0,단어,명사,외래어,wasabi[山葵]
와삭,0,단어,부사,고유어,
와삭,0,단어,부사,고유어,
와신상담,0,단어,명사,한자어,臥薪嘗膽
와이셔츠,0,단어,명사,외래어,▼←white shirt
와이어,0,단어,명사,외래어,wire
와이퍼,0,단어,명사,외래어,wiper
와인,0,단어,명사,외래어,wine
와장창,0,단어,부사,고유어,
와전,0,단어,명사,한자어,訛傳
와전되다,0,단어,동사,혼종어,訛傳되다
와전하다,0,단어,동사,혼종어,訛傳하다
와중,0,단어,명사,한자어,渦中
와트,0,단어,의존 명사,외래어,watt
와해,0,단어,명사,한자어,瓦解
와해되다,0,단어,동사,혼종어,瓦解되다
와해하다,0,단어,동사,혼종어,瓦解하다
왁스,0,단어,명사,외래어,wax
왁스,0,단어,명사,외래어,wax
왁자지껄,0,단어,부사,고유어,
왁자지껄하다,1,단어,동사,고유어,
왁자지껄하다,2,단어,형용사,고유어,
완간,0,단어,명사,한자어,完刊
완간하다,0,단어,동사,혼종어,完刊하다
완강하다,0,단어,형용사,혼종어,頑強하다
완강하다,0,단어,형용사,혼종어,頑強하다
완강히,0,단어,부사,혼종어,頑強히
완결,0,단어,명사,한자어,完結
완결되다,0,단어,동사,혼종어,完結되다
완결성,0,단어,명사,한자어,完結性
완결하다,0,단어,동사,혼종어,完結하다
완고하다,0,단어,형용사,혼종어,頑固하다
완곡하다,0,단어,형용사,혼종어,婉曲하다
완곡히,0,단어,부사,혼종어,婉曲히
완공,0,단어,명사,한자어,完工
완공되다,0,단어,동사,혼종어,完工되다
완공하다,0,단어,동사,혼종어,完工하다
완구,0,단어,명사,한자어,玩具
완구점,0,단어,명사,한자어,玩具店
완급,0,단어,명사,한자어,緩急
완급,0,단어,명사,한자어,緩急
완납,0,단어,명사,한자어,完納
완두콩,0,단어,명사,혼종어,豌豆콩
완력,0,단어,명사,한자어,腕力
완력,0,단어,명사,한자어,腕力
완료,0,단어,명사,한자어,完了
완료되다,0,단어,동사,혼종어,完了되다
완료하다,0,단어,동사,혼종어,完了하다
완만하다,1,단어,형용사,혼종어,緩晩하다
완만하다,2,단어,형용사,혼종어,緩慢하다
완만하다,2,단어,형용사,혼종어,緩慢하다
완벽,0,단어,명사,한자어,完璧
완벽하다,0,단어,형용사,혼종어,完璧하다
완봉승,0,단어,명사,한자어,完封勝
완불,0,단어,명사,한자어,完拂
완불하다,0,단어,동사,혼종어,完拂하다
완비,0,단어,명사,한자어,完備
완비되다,0,단어,동사,혼종어,完備되다
완비하다,0,단어,동사,혼종어,完備하다
완성,0,단어,명사,한자어,完成
완성도,0,단어,명사,한자어,完成度
완성되다,0,단어,동사,혼종어,完成되다
완성품,0,단어,명사,한자어,完成品
완성하다,0,단어,동사,혼종어,完成하다
완수,0,단어,명사,한자어,完遂
완수되다,0,단어,동사,혼종어,完遂되다
완수하다,0,단어,동사,혼종어,完遂하다
완숙,0,단어,명사,한자어,完熟
완숙,0,단어,명사,한자어,完熟
완숙,0,단어,명사,한자어,完熟
완숙,0,단어,명사,한자어,完熟
완숙기,0,단어,명사,한자어,完熟期
완숙하다,1,단어,동사,혼종어,完熟하다
완숙하다,1,단어,동사,혼종어,完熟하다
완숙하다,2,단어,형용사,혼종어,完熟하다
완숙하다,2,단어,형용사,혼종어,完熟하다
완승,0,단어,명사,한자어,完勝
완승하다,0,단어,동사,혼종어,完勝하다
완연하다,0,단어,형용사,혼종어,宛然하다
완연히,0,단어,부사,혼종어,宛然히
완자,0,단어,명사,고유어,
완장,0,단어,명사,한자어,腕章
완전,0,단어,명사,한자어,完全
완전무결,0,단어,명사,한자어,完全無缺
완전무결하다,0,단어,형용사,혼종어,完全無缺하다
완전 범죄,0,구,품사 없음,한자어,完全犯罪
완전하다,0,단어,형용사,혼종어,完全하다
완전히,0,단어,부사,혼종어,完全히
완제품,0,단어,명사,한자어,完製品
완주,0,단어,명사,한자어,完走
완주하다,0,단어,동사,혼종어,完走하다
완충,0,단어,명사,한자어,緩衝
완치,0,단어,명사,한자어,完治
완치되다,0,단어,동사,혼종어,完治되다
완치하다,0,단어,동사,혼종어,完治하다
완쾌,0,단어,명사,한자어,完快
완쾌되다,0,단어,동사,혼종어,完快되다
완쾌하다,0,단어,동사,혼종어,完快하다
완투,0,단어,명사,한자어,完投
완투하다,0,단어,동사,혼종어,完投하다
완파,0,단어,명사,한자어,完破
완파,0,단어,명사,한자어,完破
완파하다,0,단어,동사,혼종어,完破하다
완파하다,0,단어,동사,혼종어,完破하다
완패,0,단어,명사,한자어,完敗
완패하다,0,단어,동사,혼종어,完敗하다
완행,0,단어,명사,한자어,緩行
완행,0,단어,명사,한자어,緩行
완행,0,단어,명사,한자어,緩行
완행버스,0,단어,명사,혼종어,緩行bus
완행열차,0,단어,명사,한자어,緩行列車
완화,0,단어,명사,한자어,緩和
완화,0,단어,명사,한자어,緩和
완화되다,0,단어,동사,혼종어,緩和되다
완화되다,0,단어,동사,혼종어,緩和되다
완화하다,0,단어,동사,혼종어,緩和하다
완화하다,0,단어,동사,혼종어,緩和하다
왈,0,단어,부사,한자어,曰
왈가닥,0,단어,명사,고유어,
왈가왈부,0,단어,명사,한자어,曰可曰否
왈가왈부하다,0,단어,동사,혼종어,曰可曰否하다
왈츠,0,단어,명사,외래어,waltz
왈츠,0,단어,명사,외래어,waltz
왈카닥,0,단어,부사,고유어,
왈카닥,0,단어,부사,고유어,
왈카닥,0,단어,부사,고유어,
왈카닥,0,단어,부사,고유어,
왈카닥,0,단어,부사,고유어,
왈카닥,0,단어,부사,고유어,
왈카닥,0,단어,부사,고유어,
왈카닥,0,단어,부사,고유어,
왈칵,0,단어,부사,고유어,
왈칵,0,단어,부사,고유어,
왈칵,0,단어,부사,고유어,
왈칵,0,단어,부사,고유어,
왈칵,0,단어,부사,고유어,
왈칵,0,단어,부사,고유어,
왈칵,0,단어,부사,고유어,
왈칵,0,단어,부사,고유어,
왈칵왈칵,0,단어,부사,고유어,
왈칵왈칵,0,단어,부사,고유어,
왈칵왈칵,0,단어,부사,고유어,
왈칵왈칵,0,단어,부사,고유어,
왈칵왈칵,0,단어,부사,고유어,
왈칵왈칵,0,단어,부사,고유어,
왈칵왈칵,0,단어,부사,고유어,
왈칵왈칵,0,단어,부사,고유어,
왕,0,단어,명사,한자어,王
왕,0,단어,명사,한자어,王
왕-,1,단어,접사,한자어,王
왕-,1,단어,접사,한자어,王
왕-,1,단어,접사,한자어,王
왕-,2,단어,접사,한자어,王
#NAME?,3,단어,접사,한자어,王
왕가,0,단어,명사,한자어,王家
왕개미,0,단어,명사,혼종어,王개미
왕건,0,단어,명사,한자어,王建
왕게,0,단어,명사,혼종어,王게
왕겨,0,단어,명사,혼종어,王겨
왕고모,0,단어,명사,한자어,王姑母
왕고모부,0,단어,명사,한자어,王姑母夫
왕고집,0,단어,명사,한자어,王固執
왕골,0,단어,명사,고유어,
왕관,0,단어,명사,한자어,王冠
왕관,0,단어,명사,한자어,王冠
왕관,0,단어,명사,한자어,王冠
왕국,0,단어,명사,한자어,王國
왕국,0,단어,명사,한자어,王國
왕궁,0,단어,명사,한자어,王宮
왕권,0,단어,명사,한자어,王權
왕년,0,단어,명사,한자어,往年
왕눈이,0,단어,명사,혼종어,王눈이
왕대비,0,단어,명사,한자어,王大妃
왕도,0,단어,명사,한자어,王道
왕도,0,단어,명사,한자어,王道
왕도,0,단어,명사,한자어,王道
왕따,0,단어,명사,혼종어,王따
왕래,0,단어,명사,한자어,往來
왕래,0,단어,명사,한자어,往來
왕래하다,0,단어,동사,혼종어,往來하다
왕래하다,0,단어,동사,혼종어,往來하다
왕릉,0,단어,명사,한자어,王陵
왕림하다,0,단어,동사,혼종어,枉臨하다
왕명,0,단어,명사,한자어,王命
왕모래,0,단어,명사,혼종어,王모래
왕방울,0,단어,명사,혼종어,王방울
왕복,0,단어,명사,한자어,往復
왕복하다,0,단어,동사,혼종어,往復하다
왕비,0,단어,명사,한자어,王妃
왕생하다,0,단어,동사,혼종어,往生하다
왕성,0,단어,명사,한자어,旺盛
왕성하다,0,단어,형용사,혼종어,旺盛하다
왕세자,0,단어,명사,한자어,王世子
왕세자빈,0,단어,명사,한자어,王世子嬪
왕소금,0,단어,명사,혼종어,王소금
왕손,0,단어,명사,한자어,王孫
왕실,0,단어,명사,한자어,王室
왕왕,1,단어,부사,고유어,
왕왕,2,단어,부사,한자어,往往
왕왕거리다,0,단어,동사,고유어,
왕왕거리다,0,단어,동사,고유어,
왕왕대다,0,단어,동사,고유어,
왕왕대다,0,단어,동사,고유어,
왕위,0,단어,명사,한자어,王位
왕자,1,단어,명사,한자어,王子
왕자,1,단어,명사,한자어,王子
왕자,2,단어,명사,한자어,王者
왕자,2,단어,명사,한자어,王者
왕정,0,단어,명사,한자어,王政
왕조,0,단어,명사,한자어,王朝
왕족,0,단어,명사,한자어,王族
왕좌,0,단어,명사,한자어,王座
왕좌,0,단어,명사,한자어,王座
왕진,0,단어,명사,한자어,往診
왕창,0,단어,부사,고유어,
왕초,0,단어,명사,혼종어,王초
왕후,0,단어,명사,한자어,王后
왜,1,단어,명사,고유어,
왜,2,단어,부사,고유어,
왜,3,단어,감탄사,고유어,
왜,4,단어,명사,한자어,倭
왜,4,단어,명사,한자어,倭
왜간장,0,단어,명사,혼종어,倭간醬
왜곡,0,단어,명사,한자어,歪曲
왜곡되다,0,단어,동사,혼종어,歪曲되다
왜곡하다,0,단어,동사,혼종어,歪曲하다
왜냐하면,0,단어,부사,고유어,
왜란,0,단어,명사,한자어,倭亂
왜란,0,단어,명사,한자어,倭亂
왜색,0,단어,명사,한자어,倭色
왜소하다,0,단어,형용사,혼종어,矮小하다
왜소화,0,단어,명사,한자어,矮小化
왜소화되다,0,단어,동사,혼종어,矮小化되다
왜소화하다,0,단어,동사,혼종어,矮小化하다
왠지,0,단어,부사,고유어,
왱왱,0,단어,부사,고유어,
왱왱,0,단어,부사,고유어,
왱왱,0,단어,부사,고유어,
왱왱거리다,0,단어,동사,고유어,
왱왱거리다,0,단어,동사,고유어,
왱왱거리다,0,단어,동사,고유어,
왱왱대다,0,단어,동사,고유어,
왱왱대다,0,단어,동사,고유어,
왱왱대다,0,단어,동사,고유어,
왱왱하다,0,단어,동사,고유어,
왱왱하다,0,단어,동사,고유어,
왱왱하다,0,단어,동사,고유어,
외,1,단어,명사,고유어,
외-,1,단어,접사,고유어,
외-,1,단어,접사,고유어,
외,2,단어,의존 명사,한자어,外
외-,2,단어,접사,한자어,外
외-,2,단어,접사,한자어,外
외가,0,단어,명사,한자어,外家
외가댁,0,단어,명사,한자어,外家宅
외각,0,단어,명사,한자어,外角
외간,0,단어,명사,한자어,外間
외간,0,단어,명사,한자어,外間
외갓집,0,단어,명사,혼종어,外家집
외견상,0,단어,명사,한자어,外見上
외경,0,단어,명사,한자어,畏敬
외계,0,단어,명사,한자어,外界
외계,0,단어,명사,한자어,外界
외계인,0,단어,명사,한자어,外界人
외고집,0,단어,명사,혼종어,외固執
외골수,0,단어,명사,혼종어,외骨髓
외곬,0,단어,명사,고유어,
외과,0,단어,명사,한자어,外科
외과의,0,단어,명사,한자어,外科醫
외곽,0,단어,명사,한자어,外廓/外郭
외곽,0,단어,명사,한자어,外廓/外郭
외관,0,단어,명사,한자어,外觀
외관상,0,단어,명사,한자어,外觀上
외교,0,단어,명사,한자어,外交
외교관,0,단어,명사,한자어,外交官
외교권,0,단어,명사,한자어,外交權
외교적,1,단어,명사,한자어,外交的
외교적,2,단어,관형사,한자어,外交的
외교전,0,단어,명사,한자어,外交戰
외국,0,단어,명사,한자어,外國
외국,0,부표제어,명사,,
외국산,0,단어,명사,한자어,外國産
외국식,0,단어,명사,한자어,外國式
외국어,0,단어,명사,한자어,外國語
외국어,0,단어,명사,한자어,外國語
외국 영화,0,구,품사 없음,한자어,外國映畫
외국인,0,단어,명사,한자어,外國人
외국인 등록증,0,구,품사 없음,한자어,外國人登錄證
외국 자본,0,구,품사 없음,한자어,外國資本
외국제,0,단어,명사,한자어,外國製
외국환 어음,0,구,품사 없음,혼종어,外國換어음
외근,0,단어,명사,한자어,外勤
외기러기,0,단어,명사,고유어,
외길,0,단어,명사,고유어,
외길,0,단어,명사,고유어,
외나무다리,0,단어,명사,고유어,
외눈,0,단어,명사,고유어,
외눈,0,단어,명사,고유어,
외다,0,단어,동사,고유어,
외다,0,단어,동사,고유어,
외도,0,단어,명사,한자어,外道
외도,0,단어,명사,한자어,外道
외도,0,단어,명사,한자어,外道
외도하다,0,단어,동사,혼종어,外道하다
외도하다,0,단어,동사,혼종어,外道하다
외동딸,0,단어,명사,고유어,
외동딸,0,단어,명사,고유어,
외동아들,0,단어,명사,고유어,
외동아들,0,단어,명사,고유어,
외등,0,단어,명사,한자어,外燈
외따로,0,단어,부사,고유어,
외딴,0,단어,관형사,고유어,
외딴곳,0,단어,명사,고유어,
외딴섬,0,단어,명사,고유어,
외딴집,0,단어,명사,고유어,
외딸,0,단어,명사,고유어,
외딸,0,단어,명사,고유어,
외떨어지다,0,단어,동사,고유어,
외람되다,0,단어,형용사,혼종어,猥濫되다
외람스럽다,0,단어,형용사,혼종어,猥濫스럽다
외래,0,단어,명사,한자어,外來
외래,0,단어,명사,한자어,外來
외래문화,0,단어,명사,한자어,外來文化
외래어,0,단어,명사,한자어,外來語
외래종,0,단어,명사,한자어,外來種
외려,0,단어,부사,고유어,
외려,0,단어,부사,고유어,
외로,0,단어,부사,고유어,
외로,0,단어,부사,고유어,
외로우-,0,단어,품사 없음,고유어,
외로움,0,단어,명사,고유어,
외로워-,0,단어,품사 없음,고유어,
외로이,0,단어,부사,고유어,
외롭-,0,단어,품사 없음,고유어,
외롭다,0,단어,형용사,고유어,
외마디,0,단어,명사,고유어,
외면,1,단어,명사,한자어,外面
외면,1,단어,명사,한자어,外面
외면,2,단어,명사,한자어,外面
외면,2,단어,명사,한자어,外面
외면당하다,0,단어,동사,혼종어,外面當하다
외면당하다,0,단어,동사,혼종어,外面當하다
외면적,1,단어,명사,한자어,外面的
외면적,2,단어,관형사,한자어,外面的
외면하다,0,단어,동사,혼종어,外面하다
외면하다,0,단어,동사,혼종어,外面하다
외모,0,단어,명사,한자어,外貌
외무,0,단어,명사,한자어,外務
외박,0,단어,명사,한자어,外泊
외박하다,0,단어,동사,혼종어,外泊하다
외벽,0,단어,명사,한자어,外壁
외부,0,단어,명사,한자어,外部
외부,0,단어,명사,한자어,外部
외부적,1,단어,명사,한자어,外部的
외부적,2,단어,관형사,한자어,外部的
외삼촌,0,단어,명사,한자어,外三寸
외상,1,단어,명사,고유어,
외상,2,단어,명사,한자어,外傷
외상값,0,단어,명사,고유어,
외서,0,단어,명사,한자어,外書
외선,0,단어,명사,한자어,外線
외설,0,단어,명사,한자어,猥褻
외설스럽다,0,단어,형용사,혼종어,猥褻스럽다
외세,0,단어,명사,한자어,外勢
외세,0,단어,명사,한자어,外勢
외손녀,0,단어,명사,한자어,外孫女
외손자,0,단어,명사,한자어,外孫子
외숙,0,단어,명사,한자어,外叔
외숙모,0,단어,명사,한자어,外叔母
외숙부,0,단어,명사,한자어,外叔父
외식,0,단어,명사,한자어,外食
외식비,0,단어,명사,한자어,外食費
외식하다,0,단어,동사,혼종어,外食하다
외신,0,단어,명사,한자어,外信
외아들,0,단어,명사,고유어,
외아들,0,단어,명사,고유어,
외야,0,단어,명사,한자어,外野
외야,0,단어,명사,한자어,外野
외야수,0,단어,명사,한자어,外野手
외양,0,단어,명사,한자어,外樣
외양간,0,단어,명사,혼종어,외양間
외연,0,단어,명사,한자어,外延
외용약,0,단어,명사,한자어,外用藥
외우-,0,단어,품사 없음,고유어,
외우다,0,단어,동사,고유어,
외우다,0,단어,동사,고유어,
외워-,0,단어,품사 없음,고유어,
외유내강,0,단어,명사,한자어,外柔內剛
외유하다,0,단어,동사,혼종어,外遊하다
외음부,0,단어,명사,한자어,外陰部
외인,0,단어,명사,한자어,外人
외인,0,단어,명사,한자어,外人
외인,0,단어,명사,한자어,外人
외인,0,단어,명사,한자어,外人
외자,0,단어,명사,한자어,外資
외장,0,단어,명사,한자어,外裝
외장,0,단어,명사,한자어,外裝
외장,0,단어,명사,한자어,外裝
외장재,0,단어,명사,한자어,外裝材
외적,1,단어,명사,한자어,外敵
외적,2,단어,명사,한자어,外的
외적,2,단어,명사,한자어,外的
외적,3,단어,관형사,한자어,外的
외적,3,단어,관형사,한자어,外的
외제,0,단어,명사,한자어,外製
외제품,0,단어,명사,한자어,外製品
외조,0,단어,명사,한자어,外助
외조모,0,단어,명사,한자어,外祖母
외조부,0,단어,명사,한자어,外祖父
외조부모,0,단어,명사,한자어,外祖父母
외주,0,단어,명사,한자어,外注
외줄,0,단어,명사,고유어,
외줄기,0,단어,명사,고유어,
외줄기,0,단어,명사,고유어,
외지,0,단어,명사,한자어,外地
외지,0,단어,명사,한자어,外地
외지,0,단어,명사,한자어,外地
외지다,0,단어,형용사,고유어,
외지인,0,단어,명사,한자어,外地人
외채,0,단어,명사,한자어,外債
외쳐-,0,단어,품사 없음,고유어,
외출,0,단어,명사,한자어,外出
외출복,0,단어,명사,한자어,外出服
외출하다,0,단어,동사,혼종어,外出하다
외출혈,0,단어,명사,한자어,外出血
외치-,0,단어,품사 없음,고유어,
외치다,0,단어,동사,고유어,
외치다,0,단어,동사,고유어,
외침,1,단어,명사,고유어,
외침,1,단어,명사,고유어,
외침,2,단어,명사,한자어,外侵
외탁,0,단어,명사,혼종어,外탁
외탁하다,0,단어,동사,혼종어,外탁하다
외토리,0,단어,명사,고유어,
외톨박이,0,단어,명사,고유어,
외톨이,0,단어,명사,고유어,
외톨이,0,단어,명사,고유어,
외투,0,단어,명사,한자어,外套
외판원,0,단어,명사,한자어,外販員
외팔이,0,단어,명사,고유어,
외표,0,단어,명사,한자어,外表
외표,0,단어,명사,한자어,外表
외풍,0,단어,명사,한자어,外風
외풍,0,단어,명사,한자어,外風
외풍,0,단어,명사,한자어,外風
외피,0,단어,명사,한자어,外皮
외피,0,단어,명사,한자어,外皮
외할머니,0,단어,명사,혼종어,外할머니
외할아버지,0,단어,명사,혼종어,外할아버지
외항,1,단어,명사,한자어,外航
외항,2,단어,명사,한자어,外港
외항,2,단어,명사,한자어,外港
외항선,0,단어,명사,한자어,外航船
외향,0,단어,명사,한자어,外向
외향,0,단어,명사,한자어,外向
외향적,1,단어,명사,한자어,外向的
외향적,1,단어,명사,한자어,外向的
외향적,2,단어,관형사,한자어,外向的
외향적,2,단어,관형사,한자어,外向的
외형,0,단어,명사,한자어,外形
외형,0,단어,명사,한자어,外形
외형적,1,단어,명사,한자어,外形的
외형적,2,단어,관형사,한자어,外形的
외화,1,단어,명사,한자어,外貨
외화,1,단어,명사,한자어,外貨
외화,2,단어,명사,한자어,外畫
외환,0,단어,명사,한자어,外換
외환 시장,0,구,품사 없음,한자어,外換市場
왼,0,단어,관형사,고유어,
왼발,0,단어,명사,고유어,
왼손,0,단어,명사,고유어,
왼손잡이,0,단어,명사,고유어,
왼쪽,0,단어,명사,고유어,
왼팔,0,단어,명사,고유어,
왼편,0,단어,명사,혼종어,왼便
요,1,단어,명사,고유어,
#NAME?,1,단어,어미,고유어,
요,2,단어,명사,고유어,
요-,2,단어,접사,한자어,要
요,3,단어,관형사,고유어,
요,3,단어,관형사,고유어,
요,3,부표제어,관형사,,
요,4,단어,조사,고유어,
요,4,단어,조사,고유어,
요가,0,단어,명사,외래어,yoga
요강,1,단어,명사,고유어,
요강,2,단어,명사,한자어,要綱
요거,0,단어,대명사,고유어,
요거,0,단어,대명사,고유어,
요거,0,단어,대명사,고유어,
요건,0,단어,명사,한자어,要件
요건,0,단어,명사,한자어,要件
